"","Down","FP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"44",2,44,2.22929535987346,2.12549515516244,2.02169495045141,1.91789474574039,1.81409454102937,1.71029433631835,1.60649413160733,1.50269392689631,1.39889372218529,1.29509351747427,1.19129331276325,1.08749310805223,0.98369290334121,0.879892698630189,0.776092493919168,0.672292289208148,0.568492084497128,0.464691879786107,0.360891675075087,0.257091470364066
"45",2,45,2.2883115179907,2.18451131327968,2.08071110856866,1.97691090385764,1.87311069914662,1.7693104944356,1.66551028972458,1.56171008501356,1.45790988030254,1.35410967559152,1.2503094708805,1.14650926616948,1.04270906145846,0.938908856747437,0.835108652036417,0.731308447325396,0.627508242614376,0.523708037903355,0.419907833192335,0.316107628481315
"46",2,46,2.34732767610795,2.24352747139693,2.13972726668591,2.03592706197489,1.93212685726387,1.82832665255285,1.72452644784183,1.62072624313081,1.51692603841979,1.41312583370877,1.30932562899775,1.20552542428673,1.10172521957571,0.997925014864685,0.894124810153665,0.790324605442644,0.686524400731624,0.582724196020603,0.478923991309583,0.375123786598563
"47",2,47,2.4063438342252,2.30254362951418,2.19874342480316,2.09494322009214,1.99114301538112,1.8873428106701,1.78354260595908,1.67974240124806,1.57594219653704,1.47214199182602,1.368341787115,1.26454158240397,1.16074137769295,1.05694117298193,0.953140968270913,0.849340763559893,0.745540558848872,0.641740354137851,0.537940149426831,0.434139944715811
"48",2,48,2.46535999234245,2.36155978763143,2.25775958292041,2.15395937820939,2.05015917349837,1.94635896878735,1.84255876407633,1.73875855936531,1.63495835465428,1.53115814994326,1.42735794523224,1.32355774052122,1.2197575358102,1.11595733109918,1.01215712638816,0.908356921677141,0.804556716966121,0.7007565122551,0.59695630754408,0.493156102833059
"49",2,49,2.5243761504597,2.42057594574868,2.31677574103766,2.21297553632664,2.10917533161561,2.00537512690459,1.90157492219357,1.79777471748255,1.69397451277153,1.59017430806051,1.48637410334949,1.38257389863847,1.27877369392745,1.17497348921643,1.07117328450541,0.967373079794389,0.863572875083368,0.759772670372348,0.655972465661327,0.552172260950307
"50",2,50,2.58339230857695,2.47959210386592,2.3757918991549,2.27199169444388,2.16819148973286,2.06439128502184,1.96059108031082,1.8567908755998,1.75299067088878,1.64919046617776,1.54539026146674,1.44159005675572,1.3377898520447,1.23398964733368,1.13018944262266,1.02638923791164,0.922589033200617,0.818788828489596,0.714988623778576,0.611188419067556
"51",2,51,2.64240846669419,2.53860826198317,2.43480805727215,2.33100785256113,2.22720764785011,2.12340744313909,2.01960723842807,1.91580703371705,1.81200682900603,1.70820662429501,1.60440641958399,1.50060621487297,1.39680601016195,1.29300580545093,1.18920560073991,1.08540539602889,0.981605191317865,0.877804986606844,0.774004781895824,0.670204577184804
"52",2,52,2.70142462481144,2.59762442010042,2.4938242153894,2.39002401067838,2.28622380596736,2.18242360125634,2.07862339654532,1.9748231918343,1.87102298712328,1.76722278241226,1.66342257770124,1.55962237299022,1.4558221682792,1.35202196356817,1.24822175885715,1.14442155414613,1.04062134943511,0.936821144724093,0.833020940013073,0.729220735302052
"53",2,53,2.76044078292869,2.65664057821767,2.55284037350665,2.44904016879563,2.34523996408461,2.24143975937359,2.13763955466257,2.03383934995155,1.93003914524053,1.82623894052951,1.72243873581848,1.61863853110746,1.51483832639644,1.41103812168542,1.3072379169744,1.20343771226338,1.09963750755236,0.995837302841341,0.892037098130321,0.7882368934193
"54",2,54,2.81945694104594,2.71565673633492,2.6118565316239,2.50805632691288,2.40425612220186,2.30045591749084,2.19665571277981,2.09285550806879,1.98905530335777,1.88525509864675,1.78145489393573,1.67765468922471,1.57385448451369,1.47005427980267,1.36625407509165,1.26245387038063,1.15865366566961,1.05485346095859,0.951053256247569,0.847253051536549
"55",2,55,2.87847309916319,2.77467289445217,2.67087268974115,2.56707248503012,2.4632722803191,2.35947207560808,2.25567187089706,2.15187166618604,2.04807146147502,1.944271256764,1.84047105205298,1.73667084734196,1.63287064263094,1.52907043791992,1.4252702332089,1.32147002849788,1.21766982378686,1.11386961907584,1.01006941436482,0.906269209653797
"56",2,56,2.93748925728043,2.83368905256941,2.72988884785839,2.62608864314737,2.52228843843635,2.41848823372533,2.31468802901431,2.21088782430329,2.10708761959227,2.00328741488125,1.89948721017023,1.79568700545921,1.69188680074819,1.58808659603717,1.48428639132615,1.38048618661513,1.27668598190411,1.17288577719309,1.06908557248207,0.965285367771045
"57",2,57,2.99650541539768,2.89270521068666,2.78890500597564,2.68510480126462,2.5813045965536,2.47750439184258,2.37370418713156,2.26990398242054,2.16610377770952,2.0623035729985,1.95850336828748,1.85470316357646,1.75090295886544,1.64710275415442,1.5433025494434,1.43950234473237,1.33570214002135,1.23190193531033,1.12810173059931,1.02430152588829
"58",2,58,3.05552157351493,2.95172136880391,2.84792116409289,2.74412095938187,2.64032075467085,2.53652054995983,2.43272034524881,2.32892014053779,2.22511993582677,2.12131973111575,2.01751952640473,1.91371932169371,1.80991911698268,1.70611891227166,1.60231870756064,1.49851850284962,1.3947182981386,1.29091809342758,1.18711788871656,1.08331768400554
"59",2,59,3.11453773163218,3.01073752692116,2.90693732221014,2.80313711749912,2.6993369127881,2.59553670807708,2.49173650336606,2.38793629865504,2.28413609394401,2.18033588923299,2.07653568452197,1.97273547981095,1.86893527509993,1.76513507038891,1.66133486567789,1.55753466096687,1.45373445625585,1.34993425154483,1.24613404683381,1.14233384212279
"60",2,60,3.17355388974943,3.06975368503841,2.96595348032739,2.86215327561637,2.75835307090535,2.65455286619432,2.5507526614833,2.44695245677228,2.34315225206126,2.23935204735024,2.13555184263922,2.0317516379282,1.92795143321718,1.82415122850616,1.72035102379514,1.61655081908412,1.5127506143731,1.40895040966208,1.30515020495106,1.20135000024004
"61",2,61,3.23257004786668,3.12876984315566,3.02496963844463,2.92116943373361,2.81736922902259,2.71356902431157,2.60976881960055,2.50596861488953,2.40216841017851,2.29836820546749,2.19456800075647,2.09076779604545,1.98696759133443,1.88316738662341,1.77936718191239,1.67556697720137,1.57176677249035,1.46796656777933,1.36416636306831,1.26036615835729
"62",2,62,3.29158620598392,3.1877860012729,3.08398579656188,2.98018559185086,2.87638538713984,2.77258518242882,2.6687849777178,2.56498477300678,2.46118456829576,2.35738436358474,2.25358415887372,2.1497839541627,2.04598374945168,1.94218354474066,1.83838334002964,1.73458313531862,1.6307829306076,1.52698272589658,1.42318252118555,1.31938231647453
"63",2,63,3.35060236410117,3.24680215939015,3.14300195467913,3.03920174996811,2.93540154525709,2.83160134054607,2.72780113583505,2.62400093112403,2.52020072641301,2.41640052170199,2.31260031699097,2.20880011227995,2.10499990756893,2.0011997028579,1.89739949814688,1.79359929343586,1.68979908872484,1.58599888401382,1.4821986793028,1.37839847459178
"64",2,64,3.40961852221842,3.3058183175074,3.20201811279638,3.09821790808536,2.99441770337434,2.89061749866332,2.7868172939523,2.68301708924128,2.57921688453026,2.47541667981924,2.37161647510822,2.26781627039719,2.16401606568617,2.06021586097515,1.95641565626413,1.85261545155311,1.74881524684209,1.64501504213107,1.54121483742005,1.43741463270903
"65",2,65,3.46863468033567,3.36483447562465,3.26103427091363,3.15723406620261,3.05343386149159,2.94963365678057,2.84583345206955,2.74203324735852,2.6382330426475,2.53443283793648,2.43063263322546,2.32683242851444,2.22303222380342,2.1192320190924,2.01543181438138,1.91163160967036,1.80783140495934,1.70403120024832,1.6002309955373,1.49643079082628
"66",2,66,3.52765083845292,3.4238506337419,3.32005042903088,3.21625022431986,3.11245001960883,3.00864981489781,2.90484961018679,2.80104940547577,2.69724920076475,2.59344899605373,2.48964879134271,2.38584858663169,2.28204838192067,2.17824817720965,2.07444797249863,1.97064776778761,1.86684756307659,1.76304735836557,1.65924715365455,1.55544694894353
"67",2,67,3.58666699657017,3.48286679185914,3.37906658714812,3.2752663824371,3.17146617772608,3.06766597301506,2.96386576830404,2.86006556359302,2.756265358882,2.65246515417098,2.54866494945996,2.44486474474894,2.34106454003792,2.2372643353269,2.13346413061588,2.02966392590486,1.92586372119384,1.82206351648282,1.7182633117718,1.61446310706078
"68",2,68,3.64568315468741,3.54188294997639,3.43808274526537,3.33428254055435,3.23048233584333,3.12668213113231,3.02288192642129,2.91908172171027,2.81528151699925,2.71148131228823,2.60768110757721,2.50388090286619,2.40008069815517,2.29628049344415,2.19248028873313,2.08868008402211,1.98487987931109,1.88107967460006,1.77727946988904,1.67347926517802
"69",2,69,3.70469931280466,3.60089910809364,3.49709890338262,3.3932986986716,3.28949849396058,3.18569828924956,3.08189808453854,2.97809787982752,2.8742976751165,2.77049747040548,2.66669726569446,2.56289706098344,2.45909685627242,2.35529665156139,2.25149644685037,2.14769624213935,2.04389603742833,1.94009583271731,1.83629562800629,1.73249542329527
"70",2,70,3.76371547092191,3.65991526621089,3.55611506149987,3.45231485678885,3.34851465207783,3.24471444736681,3.14091424265579,3.03711403794477,2.93331383323375,2.82951362852273,2.7257134238117,2.62191321910068,2.51811301438966,2.41431280967864,2.31051260496762,2.2067124002566,2.10291219554558,1.99911199083456,1.89531178612354,1.79151158141252
"71",2,71,3.82273162903916,3.71893142432814,3.61513121961712,3.5113310149061,3.40753081019508,3.30373060548406,3.19993040077303,3.09613019606201,2.99232999135099,2.88852978663997,2.78472958192895,2.68092937721793,2.57712917250691,2.47332896779589,2.36952876308487,2.26572855837385,2.16192835366283,2.05812814895181,1.95432794424079,1.85052773952977
"72",2,72,3.88174778715641,3.77794758244539,3.67414737773437,3.57034717302334,3.46654696831232,3.3627467636013,3.25894655889028,3.15514635417926,3.05134614946824,2.94754594475722,2.8437457400462,2.73994553533518,2.63614533062416,2.53234512591314,2.42854492120212,2.3247447164911,2.22094451178008,2.11714430706906,2.01334410235804,1.90954389764702
"73",2,73,3.94076394527365,3.83696374056263,3.73316353585161,3.62936333114059,3.52556312642957,3.42176292171855,3.31796271700753,3.21416251229651,3.11036230758549,3.00656210287447,2.90276189816345,2.79896169345243,2.69516148874141,2.59136128403039,2.48756107931937,2.38376087460835,2.27996066989733,2.17616046518631,2.07236026047529,1.96856005576427
"74",2,74,3.9997801033909,3.89597989867988,3.79217969396886,3.68837948925784,3.58457928454682,3.4807790798358,3.37697887512478,3.27317867041376,3.16937846570274,3.06557826099172,2.9617780562807,2.85797785156968,2.75417764685866,2.65037744214764,2.54657723743662,2.4427770327256,2.33897682801457,2.23517662330355,2.13137641859253,2.02757621388151
"75",2,75,4.05879626150815,3.95499605679713,3.85119585208611,3.74739564737509,3.64359544266407,3.53979523795305,3.43599503324203,3.33219482853101,3.22839462381999,3.12459441910897,3.02079421439795,2.91699400968692,2.8131938049759,2.70939360026488,2.60559339555386,2.50179319084284,2.39799298613182,2.2941927814208,2.19039257670978,2.08659237199876
"76",2,76,4.1178124196254,4.01401221491438,3.91021201020336,3.80641180549234,3.70261160078132,3.5988113960703,3.49501119135928,3.39121098664826,3.28741078193724,3.18361057722622,3.07981037251519,2.97601016780417,2.87220996309315,2.76840975838213,2.66460955367111,2.56080934896009,2.45700914424907,2.35320893953805,2.24940873482703,2.14560853011601
"77",2,77,4.17682857774265,4.07302837303163,3.96922816832061,3.86542796360959,3.76162775889857,3.65782755418754,3.55402734947652,3.4502271447655,3.34642694005448,3.24262673534346,3.13882653063244,3.03502632592142,2.9312261212104,2.82742591649938,2.72362571178836,2.61982550707734,2.51602530236632,2.4122250976553,2.30842489294428,2.20462468823326
"78",2,78,4.23584473585989,4.13204453114887,4.02824432643785,3.92444412172683,3.82064391701581,3.71684371230479,3.61304350759377,3.50924330288275,3.40544309817173,3.30164289346071,3.19784268874969,3.09404248403867,2.99024227932765,2.88644207461663,2.78264186990561,2.67884166519459,2.57504146048357,2.47124125577255,2.36744105106153,2.26364084635051
"79",2,79,4.29486089397714,4.19106068926612,4.0872604845551,3.98346027984408,3.87966007513306,3.77585987042204,3.67205966571102,3.568259461,3.46445925628898,3.36065905157796,3.25685884686694,3.15305864215592,3.0492584374449,2.94545823273388,2.84165802802286,2.73785782331184,2.63405761860082,2.5302574138898,2.42645720917877,2.32265700446775
